28221304	2017	outcome measure meshd009157 incorporation clinical practice development validate assessment tool evaluate disease status response intervention patient meshd009157 mg driven clinical study emerge mg therapy small proportion mg focus neurology practice adopt assessment tool routine clinical use article review suitability 5 assessment instrument incorporation clinical practice driven ability contribute improve patient outcome implement practice personnel resource constraint recommend assessment base physician evaluate patient report outcome select adequately evaluate point time symptom load functional impact mg symptom time provider resource allocation reimbursement issue significant roadblock successful ongoing use tool end addition regular assessment mg standard care recommend
12467823	2002	video assist thymectomy meshd009157 update single institution experience objective video assist thymectomy introduce 1992 minimally invasive alternative treatment meshd009157 experience technique limited follow short present expand update experience purpose validation technique methods thirty eight video assist thymectomies meshd009157 perform institution march 1992 march 2002 two patient lose follow analyze clinical result 36 patient 14 male 22 female mean age 41 2 year preoperative clinical stag assess newly recommend meshd009157 foundation america clinical classification clinical status follow assess meshd009157 foundation america postintervention status classification results perioperative meshd003643 long term morbidity one 38 2 6 patient require conversion limited thoracotomy meshd006470 mean length hospital stay 1 64 day range 0 8 day median stay 1 day mean length follow 53 24 month range 4 126 month overall clinical improvement follow observe 30 36 83 0 patient five 36 14 0 patient complete stable remission conclusions video assist thymectomy meshd009157 provide acceptable clinical long term result minimally invasive approach comparable standard surgical approach disease present data report accordance new guideline meshd009157 foundation america task force valid comparison future study
12820329	2003	ki 67 proliferation index ncbigene57534 meshd009455 ncbigene4763 patient objective aim study analyse proliferation rate meshd009455 ncbigene4763 ncbigene4763 patient order find whether meshd009369 growth correlate different subtypes size localisation meshd009369 gender large meshd009369 localisation allow complete resection meshd018318 often require repeat surgical intervention therefore question whether partial resection associate alteration meshd009369 type proliferation great interest materials and methods investigate 317 specimen 96 patient twenty five specimen identify local recurrence consecutive resection previously operate area patient ncbigene4763 affected individual fulfil us national institute health consensus criterion define disease proliferation index pi assess meshd005557 fix meshd010232 embed tissue stain ncbigene57534 antibody ki 67 antigen pi evaluate three high power field 0 1 square millimeter area high proliferative activity correlation calculate accord spearman rho results men often surgically treat head neck woman 0 02 meshd018318 frequently operate head neck region 0 01 old patient often treat diffuse cutaneous type meshd009455 0 0001 type meshd009369 differ primary recurrent meshd009369 mib 1 pi show association clinical parameter particular difference ncbigene57534 index primary recurrent meshd009369 discussion study show first time proliferation meshd009455 enhance previously partially resect meshd009455 hence argument meshd014947 surgery meshd009455 promote proliferation especially plexiform meshd009455 support result present study analysis demonstrate interdependency meshd009369 type localisation age gender indicative social difficulty encounter ncbigene4763 patient helpful advise practitioner
30336374	2018	autopsy case right meshd012207 meshd014402 complex meshd014402 complex ncbigene7248 ncbigene7249 meshd030342 characterize widespread meshd006222 several organ include brain heart skin eye kidney lung liver meshd012207 common meshd006338 diagnose fetus neonate infant closely link ncbigene7248 ncbigene7249 describe autopsy case right meshd012207 ncbigene7248 ncbigene7249 decease 3 month old male infant ncbigene7248 ncbigene7249 meshd006338 diagnose meshd003643 since meshd006338 physically block blood flow undergone surgical intervention autopsy patient height 62 cm body weight 6 kg heart weigh 37 3 right ventricle fill meshd009369 meshd009369 measure 2 1 cm 1 6 cm fusion multiple meshd009369 several attachment site myocardium histologically meshd009369 diagnose meshd012207 positive ncbigene2475 ncbigene2475 brain weigh 795 0 meshd006849 cut surface brain reveal multiple cortical tuber meshd018315 screen ncbigene7248 ncbigene7248 ncbigene7249 ncbigene7249 gene nonsense mutation 1108c gln370 detect ncbigene7249 gene immediate cause meshd003643 determine meshd014694 meshd006331 insidious growth case highlight need forensic pathologist perform complete autopsy determine cause meshd003645 meshd006338 include genetic examination
11526627	2001	electrooculographic finding patient meshc537392 meshc537392 frequent genetic syndrome electrooculographic examination eog useful tool evaluation present eog finding 16 patient entity see department 1969 1991 mean age 31 year nine patient female 56 frequent pathologic finding spontaneous meshd009759 37 5 abnormality pursuit track test 31 2 result discuss main literature concern matter review
29880811	2018	loss ncbigene14000 underlies dopaminergic neuron meshd064420 model meshd010300 mirnas group powerful modulator gene expression participate multiple cellular process physiological pathological condition emerge evidence show ncbigene14000 control initial step canonical mirna biogenesis involve modulate cell survival meshd003643 model several disease role ncbigene14000 meshd010300 meshd010300 well establish show level ncbigene14000 decrease meshd016627 induced cellular animal model meshd010300 meshd016627 induced ncbigene26416 dependent phosphorylation ncbigene14000 trigger ncbigene14000 degradation enhance level ncbigene14000 protect dopaminergic da neuron meshd016627 induced meshd064420 vitro vivo model meshd010300 alleviate motor deficit meshd010300 ncbitaxon10090 finding reveal ncbigene14000 play critical role survival meshd004298 neuron suggest stress induced destabilization ncbigene14000 part pathological process meshd010300
11769067	2001	meshc537392 associate meshd013005 introduction meshd013005 rare entity association meshc537392 described two occasion report new observation clinical evolve status differ described isolated case meshd013005 observation 28 year old man present meshc537392 suffer 10 year paroxysmic meshd015746 hospitalize intense meshd010146 image reveal meshd009369 formation follow duodenopancreatectomy meshd013005 diagnose diffuse metastatic miliary reveal multiple glandular meshd009362 discussion rarity morbid association meshd013005 meshc537392 described case particular patient young symptomatology unapparent meshd009369 evolution minimal
15058043	2003	ncbigene272 meshd007153 among patient meshd009157 preliminary result exercise meshd009157 meshd000080343 primary disorder neuromuscular transmission patient suffer disease manifest specific progressive meshd018908 several group skeletal muscle meshc538234 meshd054069 meshd005207 clinical symptom mimic symptom observe meshd000080343 preliminary result study present paper suggest simultaneous occurrence meshd000080343 meshd054069 modify energetic metabolism skeletal muscle
17291769	2007	clubbed meshd013844 maos novel approach cyclin dependent kinase 5 p25 inhibitor potential treatment meshd000544 novel clubbed triazolyl thiazole series cdk5 p25 inhibitor potentially useful treatment meshd000544 disclose evaluation ncbitaxon2698737 substitution series allow identification range compound significantly reduce brain cdk5 p25 potential possible treatment meshd000544
31078707	2019	inhibition rock activity regulates balance th1 th17 treg cell meshd009157 aberrant rock activation found patient several meshd001327 role rock meshd009157 meshd000080343 yet clearly investigate demonstrate rock activity significantly high peripheral blood mononuclear cell pbmcs meshd000080343 patient rock inhibitor meshc049347 regulate proportion th1 th17 cell pbmcs meshd000080343 patient vitro intraperitoneal injection meshc049347 ameliorate severity experimental meshd020720 eamg ncbitaxon10116 restore balance th1 th2 th17 treg subset meshc049347 inhibit proliferation antigen specific th1 th17 cell inhibit ncbigene920 cell differentiate th1 th17 decrease phosphorylated ncbigene6772 ncbigene6774 promote treg cell differentiation increase phosphorylated ncbigene6776 conclude dysregulated rock activity involve pathogenic immune response meshd000080343 inhibition rock activity serve novel treatment strategy meshd000080343
25622832	2014	number meshd008569 cell meshd009157 objective determine alter number meshd008569 cell meshd009157 meshd000080343 patient confirm existence meshd007154 methods total 27 meshd000080343 case 12 female 15 male undergo expand thymectomy hospital 2009 2012 divide 3 group eutherapeutic clinical relative score 50 invalid clinical relative score 25 improve 25 clinical relative score 50 control group compose 17 case healthy subject immune system related disease flow cytometry employ detect number ncbigene920 ncbigene925 ncbigene920 ncbigene5788 ncbigene925 ncbigene5788 ro ncbigene920 ncbigene5788 ncbigene1236 ncbigene925 ncbigene5788 ncbigene1236 ncbigene920 ncbigene5788 ncbigene960 high ncbigene925 ncbigene5788 ncbigene960 high cell pbmcs 27 meshd000080343 patient 17 normal control results compare healthy control abnormal rate ncbigene920 ncbigene925 cell significantly high patient 0 05 number ncbigene920 ncbigene5788 ncbigene1236 cell significantly high 9 9 5 5 v 6 6 3 0 0 012 number ncbigene920 ncbigene5788 ncbigene960 high cell significantly high 6 8 2 4 v 5 0 3 0 0 04 number ncbigene925 ncbigene5788 ncbigene1236 cell significantly high 0 001 conclusion meshd000080343 patient immune disorder increase number meshd008569 cell activation pathogenesis meshd000080343
22277190	2012	childhood onset anti musk antibody positive meshd009157 demonstrates distinct clinical course anti muscle specific tyrosine kinase antibody musk ab second frequent autoantibody identify adult patient meshd009157 mg adult patient musk ab demonstrate characteristic clinical feature little information available childhood onset patient musk positive mg report childhood onset female patient musk positive mg patient show basic clinical feature compatible adult onset musk positive mg feature include spontaneous improvement distinct adult patient serial examination musk ab titer reveal gross correlation clinical severity despite significantly high titer throughout clinical course therefore childhood onset musk positive mg demonstrate distinct clinical characteristic early period illness
28065587	2017	ffpm pde4 inhibitor revers learn meshd008569 app ncbigene19164 ncbitaxon10090 via camp pka ncbigene12912 signal anti inflammatory effect far phosphodiesterase 4 pde4 inhibitor approve application meshd000544 ad clinical set due severe side effect meshd009325 meshd014839 study investigate effect ffpm novel pde4 inhibitor learn memory ability well underlie mechanism app ncbigene19164 ncbitaxon10090 model ad pharmacokinetic study reveal ffpm efficiently permeates brain reach peak value plasma 2 orally dose 3 week treatment ffpm dos 0 25 mg kg 0 5 mg kg significantly improve learn memory ability app ncbigene19164 ncbitaxon10090 morris meshd014867 maze step passive avoidance task interestingly found meshd020889 0 5 mg kg reduce duration alpha2 adrenergic receptor mediate anesthesia induced meshd014991 meshd007649 ffpm 0 5 mg kg vehicle evident effect ffpm increase camp pka ncbigene12912 phosphorylation ncbigene12064 level reduce nf kappab p65 ncbigene18126 ncbigene21926 ncbigene16175 level hippocampus app ncbigene19164 trangenic ncbitaxon10090 observe elisa western blot analysis take together data demonstrate reversal effect ffpm meshd003072 app ncbigene19164 ncbitaxon10090 related stimulation camp pka ncbigene12912 ncbigene12064 pathway anti inflammatory effect moreover ffpm appear potential effective pde4 inhibitor ad treatment little emetic potential
6609935	1984	vivo effect corticosteroid thymocyte subset meshd009157 vivo effect corticotherapy thymocyte subpopulation evaluate patient meshd009157 meshd000080343 ten patient receive high dose long term treatment study compare two control group meshd000080343 untreated patient normal age match subject treat group thymus generally involuted percentage okt6 okt4 t8 thymocytes profoundly decrease compare control significant percentage okt10 cell detect particularly among old patient suggest meshd013256 induced immigration conversely percentage mature okt3 cell increase balance okt4 t8 okt4 t8 cell unchanged young patient less 40 year old increase old group data show ncbitaxon10090 corticosteroid profoundly alter human thymocyte subset
29788874	2018	meshc005975 emerge trend potential therapeutic application meshc005975 meshc005975 derivative represent minor component virgin ncbitaxon4146 oil voo great interest pharmacological property among widely research natural antioxidant compound review occurrence metabolic fate ht precursor present prior discuss beneficial effect health bioavailability study show metabolite detect plasma depend model use animal human ht source simple molecule complex precursor dose administer case ht sulphate appear ubiquitous metabolite biofluids seem probable responsible great extent ht biological effect epidemiological evidence ht derivative lifestyle associate pathology meshd009369 meshd002318 review together new perspective mechanism action base vitro animal study accord review data ht precursor potential clinical use meshd002318 epidemiological data need demonstrate meshd019636 meshd009369 prevention
22402362	2012	mechanism meshd002561 neuroinflammation ncbigene4314 ncbigene4318 mediate degradation ncbigene3791 meshd000438 ingestion objective blood brain barrier bbb dysfunction cause activation matrix metalloproteinases mmps pathological feature vascular meshd020271 describe mechanism meshc538387 neuroinflammation result ncbigene4314 ncbigene4318 activation disruption ncbigene7422 ncbigene7422 ncbigene3791 interaction impair effective angiogenesis methods and results investigate hypothesis human brain endothelial cell animal model chronic meshd000438 ingestion proteome array analysis zymography immunofluorescence western blotting technique detect activation expression level ncbigene4314 ncbigene4318 found degradation ncbigene3791 bbb protein example ncbigene100506658 ncbigene7122 ncbigene7082 ncbigene4314 ncbigene4318 cause meshd012421 capillary endothelium meshc538387 impairment bbb integrity demonstrate increase permeability dye tracer meshc059715 meshc085925 label monocyte adhesion infiltration decrease transendothelial electric resistance meshd000438 induced degradation endothelial ncbigene3791 ncbigene4314 ncbigene4318 lead subsequent elevation cellular serum ncbigene7422 level decrease ncbigene3791 subsequent increase ncbigene7422 level lead apoptosis neuroinflammation via activation ncbigene834 ncbigene3552 release use mmps ncbigene3791 ncbigene834 inhibitor help dissect underlie mechanism conclusions meshd000438 induced mmps activation key mechanism dysfunction bbb via degradation ncbigene3791 protein activation ncbigene834 ncbigene3552 release target ncbigene7422 induced ncbigene4314 ncbigene4318 activation novel preventive approach meshd000783 meshd000437
12602818	2003	plasmaperfusion triptophan column improve clinical outcome patient affected meshd009157 unlabelled meshd009157 meshd000080343 meshd009468 often associate thymic pathology due neuromuscular transmission impairment circulate antibody direct cholinergic postsynaptic receptor neuromuscular junction anti achr ab treatment meshd000080343 include ncbigene590 inhibitor meshd013256 thymectomy plasmapheresis remove anti achr ab recently plasma perfusion pp specific apheresis selective removal noxious plasma component developed aim of the study study effect pp treatment perform use specific immunocolumns anti achr ab clinical outcome meshd000080343 patient non responder meshd013256 therapy thymectomy materials and methods treat 8 patient suffer severe meshd000080343 cycle 6 session pp use column contain triptophan specific ligand anti achr ab order evaluate effectiveness treatment use functional test muscular test respiratory function electromyography laboratory test anti achr ab immunoglobulin complement fraction immunocomplexes results one three pp session early clinical improvement bulbar meshd012818 found patient emg show improvement neuromuscular transmission serum concentration immunological marker decrease progressively significantly treatment clinical improvement progressive despite tendency anti achr ab reach initial value one session another observe side effect due type immunocolumns use conclusions triptophan column appear able remove large quantity anti achr ab immunological marker plasma experience show pp perform use triptophan column patient suffer severe meshd000080343 provide good clinical result improve patient outcome risk link procedure
28634551	2017	mechanism consequence meshd004298 depletion induced attenuation spinophilin neurofilament medium interaction signal change occur striatum follow loss meshd004298 neuron meshd010300 meshd010300 poorly understood increase activity kinase decrease activity phosphatase observe specific consequence change less well understood phosphatase ncbigene5540 ncbigene5540 highly promiscuous obtain substrate selectivity via target protein spinophilin major ncbigene5540 target protein enrich postsynaptic density striatal dendritic spine spinophilin association ncbigene5540 increase concurrent decrease ncbigene5540 activity animal model meshd010300 use proteomic base approach observe meshd004298 depletion induced decrease spinophilin binding multiple protein class striatum specifically decrease association spinophilin neurofilament medium ncbigene4741 meshd004298 deplete striatum use heterologous cell line determine spinophilin binding ncbigene4741 require overexpression catalytic subunit protein kinase decrease ncbigene1020 functionally demonstrate spinophilin decrease ncbigene4741 phosphorylation data determine mechanism regulate putative consequence pathological change association spinophilin ncbigene4741 observe animal model meshd010300
